Security Description,ISIN,CUSIP,Market Value %,GICS Sector,Country Name,MSCI ESG Rating
NICE INFORMATION SERVICE LTD,KR7030190003,S62483326,0.0%,Industrials,"Korea (South), Republic of",B
NIEN MADE ENTERPRISE  LTD,TW0008464009,SBSZLN154,0.0%,Consumer Discretionary,Taiwan (Republic of China),BBB
NKMAX LTD,KR7182400002,SBYWVH073,0.0%,Health Care,"Korea (South), Republic of",CCC
NONGSHIM LTD,KR7004370003,S66381153,0.0%,Consumer Staples,"Korea (South), Republic of",B
NORTHERN STAR RESOURCES LTD,AU000000NST8,S67174565,0.0%,Materials,Australia,A
NOVATEK MICROELECTRONICS CORP,TW0003034005,S63463335,0.0%,Information Technology,Taiwan (Republic of China),B
NUVOTON TECHNOLOGY CORP,TW0004919006,SB3M1XS02,0.0%,Information Technology,Taiwan (Republic of China),
OBI PHARMA INC,TW0004174008,SB8N9QP62,0.0%,Health Care,Taiwan (Republic of China),BBB
OLAM GROUP LTD,SGXE65760014,SBNM1NQ87,0.0%,,Singapore,AA
ONENESS BIOTECH LTD,TW0004743000,SB606XG62,0.0%,Health Care,Taiwan (Republic of China),BBB
OPTO TECH CORP,TW0002340007,S66647231,0.0%,Information Technology,Taiwan (Republic of China),
ORICA LTD,AU000000ORI1,S64580012,0.0%,Materials,Australia,AA
ORIENT OVERSEAS (INTERNATIONAL) LT,BMG677491539,S66591165,0.0%,Industrials,Hong Kong,
ORION CORP,KR7271560005,SBDVLJ729,0.0%,Consumer Staples,"Korea (South), Republic of",B
ORORA LTD,AU000000ORA8,SBH4TCW73,0.0%,Materials,Australia,A
OSCOTEC INC,KR7039200001,SB1L3VL21,0.0%,Health Care,"Korea (South), Republic of",BB
OSOTSPA PCL,TH8752010000,SBGR9QP80,0.0%,Consumer Staples,Thailand,BB
OSOTSPA PCL NON-VOTING DR,TH8752010R16,SBGR9X355,0.0%,Consumer Staples,Thailand,BB
OTTOGI CORP,KR7007310006,S66583733,0.0%,Consumer Staples,"Korea (South), Republic of",CCC
OVERSEA-CHINESE BANKING LTD,SG1S04926220,SB0F9V204,0.1%,Financials,Singapore,AA
OZ MINERALS LTD,AU000000OZL8,S63978258,0.0%,Materials,Australia,AA
PABRIK KERTAS TJIWI KIMIA,ID1000060403,S66666777,0.0%,Materials,Indonesia,BB
PACIFIC BASIN SHIPPING LTD,BMG684371393,SB01RQM38,0.1%,Industrials,Hong Kong,BBB
PACIFIC STRATEGIC FINANCIAL,ID1000101009,SB07J6R82,0.0%,Financials,Indonesia,
PADINI HOLDING,MYL7052OO003,S60931672,0.0%,Consumer Discretionary,Malaysia,BBB
PAKUWON JATI,ID1000122500,SB4KWQ725,0.0%,Real Estate,Indonesia,BB
PAN JIT INTERNATIONAL INC,TW0002481009,S62029962,0.0%,Information Technology,Taiwan (Republic of China),
PAN OCEAN LTD,KR7028670008,SB24FX495,0.0%,Industrials,"Korea (South), Republic of",B
PAN-INTERNATIONAL INDUSTRIAL CORP,TW0002328002,S66699661,0.0%,Information Technology,Taiwan (Republic of China),
PARADISE LTD,KR7034230003,S65609398,0.0%,Consumer Discretionary,"Korea (South), Republic of",CCC
PARKSYSTEMS CORP,KR7140860008,SBD0CJ982,0.0%,Information Technology,"Korea (South), Republic of",CCC
PEARLABYSS CORP,KR7263750002,SBYX56S90,0.0%,Communication Services,"Korea (South), Republic of",B
PEGATRON CORP,TW0004938006,SB4PLX176,0.0%,Information Technology,Taiwan (Republic of China),B
PEGAVISION CORPORATION CORP,TW0006491004,SBS65ZK90,0.0%,Health Care,Taiwan (Republic of China),
PENTAMASTER CORPORATION,MYL7160OO004,S66583170,0.0%,Industrials,Malaysia,BB
PEOPLE&TECHNOLOGY INC,KR7137400008,SB7Y34673,0.0%,Industrials,"Korea (South), Republic of",CCC
PERUSAHAAN GAS NEGARA,ID1000111602,S67197640,0.0%,Utilities,Indonesia,BBB
PETRONAS CHEMICALS GROUP,MYL5183OO008,BRSAYEEH8,0.0%,Materials,Malaysia,B
PETRONAS DAGANGAN,MYL5681OO001,S66959388,0.0%,Energy,Malaysia,AA
PETRONAS GAS,MYL6033OO004,S67039727,0.0%,Utilities,Malaysia,BB
PHARMARESEARCH LTD,KR7214450009,SBYMXFQ53,0.0%,Health Care,"Korea (South), Republic of",CCC
PHARMICELL LTD,KR7005690003,S69883932,0.0%,Health Care,"Korea (South), Republic of",CCC
PHISON ELECTRONICS CORP,TW0008299009,S67284695,0.0%,Information Technology,Taiwan (Republic of China),BB
PI ADVANCED MATERIALS LTD,KR7178920005,SBSTLJW46,0.0%,Materials,"Korea (South), Republic of",BB
PILBARA MINERALS LTD,AU000000PLS0,SB2368L51,0.0%,Materials,Australia,A
PIXART IMAGING INC,TW0003227005,S66733650,0.0%,Information Technology,Taiwan (Republic of China),
PLATINUM ASSET MANAGEMENT LTD,AU000000PTM6,SB1XK7G82,0.0%,Financials,Australia,BB
PLDT INC,PHY7072Q1032,SBDGN2743,0.0%,Communication Services,Philippines,BB
POLY PPTY GROUP LTD,HK0119000674,S62209879,0.0%,Real Estate,Hong Kong,BB
POSCO CHEMICAL LTD,KR7003670007,S64194517,0.0%,Materials,"Korea (South), Republic of",BBB
POSCO HOLDINGS INC,KR7005490008,S66932336,0.0%,Materials,"Korea (South), Republic of",BBB
POSCO INTERNATIONAL CORP,KR7047050000,S63442743,0.0%,Industrials,"Korea (South), Republic of",B
POU CHEN CORP,TW0009904003,S66961574,0.0%,Consumer Discretionary,Taiwan (Republic of China),BB
POWERCHIP SEMICONDUCTOR MANUFACTUR,TW0006770001,SBJBXT367,0.0%,Information Technology,Taiwan (Republic of China),
POWERTECH TECHNOLOGY INC,TW0006239007,S65996761,0.0%,Information Technology,Taiwan (Republic of China),B
POYA LTD,TW0005904007,S65418261,0.0%,Consumer Discretionary,Taiwan (Republic of China),
PP (PERSERO),ID1000114002,SB6277R62,0.0%,Industrials,Indonesia,CCC
PP LONDON SUMATRA INDONESIA,ID1000118409,S65356701,0.0%,Consumer Staples,Indonesia,BB
PPB GROUP,MYL4065OO008,S66816695,0.0%,Consumer Staples,Malaysia,A
PRESIDENT CHAIN STORE CORP,TW0002912003,S67049866,0.0%,Consumer Staples,Taiwan (Republic of China),A
PRESS METAL ALUMINIUM HOLDINGS,MYL8869OO009,SBF0J5S41,0.0%,Materials,Malaysia,BBB
PRIMAX ELECTRONICS LTD,TW0004915004,SB5M70F83,0.0%,Information Technology,Taiwan (Republic of China),BBB
PSK INC,KR7319660007,SBJBW4Q19,0.0%,Information Technology,"Korea (South), Republic of",CCC
PT SUMBER ALFARIA TRIJAYA,ID1000128705,SBCDBLJ98,0.0%,Consumer Staples,Indonesia,
PT TELEKOMUNIKASI INDONESIA TBK AD,US7156841063,715684106,0.0%,Communication Services,Indonesia,A
PTT EXPLORATION AND PRODUCTION NON,TH0355010R16,SB1359L28,0.0%,Energy,Thailand,A
PTT EXPLORATION AND PRODUCTION PCL,TH0355A10Z04,SB1359K11,0.0%,Energy,Thailand,A
PTT EXPLORATION AND PRODUCTION PCL,TH0355A10Z12,SB1359J05,0.0%,Energy,Thailand,A
PTT GLOBAL CHEMICAL NON-VOTING DR,TH1074010R12,SB73BGD36,0.0%,Materials,Thailand,BBB
PTT GLOBAL CHEMICAL PCL,TH1074010006,SB67QFW90,0.0%,Materials,Thailand,BBB
PTT GLOBAL CHEMICAL PCL F,TH1074010014,SB736PF30,0.0%,Materials,Thailand,BBB
PTT NON-VOTING DR PCL,TH0646010R18,S64204084,0.0%,Energy,Thailand,A
PTT OIL AND RETAIL BUSINESS PCL,THA099010003,SBN73M062,0.0%,Consumer Discretionary,Thailand,A
PTT OIL AND RETAIL BUSINESS PCL NO,THA099010R13,SBN73M625,0.0%,Consumer Discretionary,Thailand,A
PTT PCL,TH0646010Z00,SBD0BDH12,0.0%,Energy,Thailand,A
PUBLIC BANK,MYL1295OO004,SB012W424,0.0%,Financials,Malaysia,AA
PURE GOLD PRICE CLUB INC,PHY716171079,SB725S298,0.0%,Consumer Staples,Philippines,B
QANG VIET ENTERPRISE LTD,TW0004438007,SBYP6XF67,0.0%,Consumer Discretionary,Taiwan (Republic of China),
QANTAS AIRWAYS LTD,AU000000QAN2,S67103473,0.0%,Industrials,Australia,A
QBE INSURANCE GROUP LTD,AU000000QBE9,S67157404,0.0%,Financials,Australia,AA
QISDA CORP,TW0002352002,S60544657,0.0%,Information Technology,Taiwan (Republic of China),
QL RESOURCES,MYL7084OO006,SB00G2344,0.0%,Consumer Staples,Malaysia,BB
QUALITY HOUSES NON-VOTING DR PCL,TH0256010R16,SB00PN272,0.0%,Real Estate,Thailand,BB
QUANTA COMPUTER INC,TW0002382009,S61410114,0.0%,Information Technology,Taiwan (Republic of China),BB
RADIANT OPTO-ELECTRONICS CORP,TW0006176001,S65202780,0.0%,Information Technology,Taiwan (Republic of China),
RAMSAY HEALTH CARE LTD,AU000000RHC8,S60419959,0.0%,Health Care,Australia,AA
RATCH GROUP PCL,TH0637010Y00,SBK1W1V27,0.0%,Utilities,Thailand,B
RATCH GROUP PCL NON-VOTING DR,TH0637010R17,S63627715,0.0%,Utilities,Thailand,B
RAYDIUM SEMI-CONDUCTOR CORP,TW0003592002,SB28XZG56,0.0%,Information Technology,Taiwan (Republic of China),
RDC SEMICONDUCTOR LTD,TW0003228003,S67346718,0.0%,Information Technology,Taiwan (Republic of China),
REA GROUP LTD,AU000000REA9,S61985784,0.0%,Communication Services,Australia,AA
REALTEK SEMICONDUCTOR CORP,TW0002379005,S60514221,0.0%,Information Technology,Taiwan (Republic of China),BB
REECE LTD,AU000000REH4,S67288019,0.0%,Industrials,Australia,A
RFHIC CORP,KR7218410009,SBYXZYM92,0.0%,Information Technology,"Korea (South), Republic of",CCC
RHB BANK,MYL1066OO009,S62446752,0.0%,Financials,Malaysia,AA
RICHWAVE TECHNOLOGY CORP,TW0004968003,SB43HJN10,0.0%,Information Technology,Taiwan (Republic of China),
RIO TINTO LTD,AU000000RIO1,S62201033,0.0%,Materials,Australia,A
RIO TINTO PLC,GB0007188757,S07188758,0.5%,Materials,Australia,A
ROBINSONS LAND CORP,PHY731961264,S67447227,0.0%,Real Estate,Philippines,B
RUENTEX DEVELOPMENT LTD,TW0009945006,S67484238,0.0%,Real Estate,Taiwan (Republic of China),BB
RUENTEX INDUSTRIES LTD,TW0002915006,S67584227,0.0%,Consumer Discretionary,Taiwan (Republic of China),CCC
RUN LONG CONSTRUCTION LTD,TW0001808004,S64928161,0.0%,Industrials,Taiwan (Republic of China),
S P SETIA,MYL8664OO004,S68687748,0.0%,Real Estate,Malaysia,BB
S&S TECH CORP,KR7101490001,SB3V9P019,0.0%,Information Technology,"Korea (South), Republic of",CCC
S-1 CORP,KR7012750006,S61802302,0.0%,Industrials,"Korea (South), Republic of",BB
S-OIL CORP,KR7010950004,S64060551,0.0%,Energy,"Korea (South), Republic of",BB
SAM CHUN DANG PHARM LTD,KR7000250001,S65102790,0.0%,Health Care,"Korea (South), Republic of",B
SAM HWA CAPACITOR LTD,KR7001820000,S62207386,0.0%,Information Technology,"Korea (South), Republic of",CCC
SAMKANG M&T LTD,KR7100090000,SB3CBLB98,0.0%,Industrials,"Korea (South), Republic of",CCC
SAMSUNG BIOLOGICS LTD,KR7207940008,SBYNJCV66,0.0%,Health Care,"Korea (South), Republic of",B
SAMSUNG C&T CORP,KR7028260008,BRSQGP026,0.0%,Industrials,"Korea (South), Republic of",A
SAMSUNG ELECTRO MECHANICS LTD,KR7009150004,S67716894,0.0%,Information Technology,"Korea (South), Republic of",BBB
SAMSUNG ELECTRONICS LTD,KR7005930003,S67717207,0.5%,Information Technology,"Korea (South), Republic of",A
SAMSUNG ELECTRONICS NON VOTING PRE,KR7005931001,S67738120,0.0%,Information Technology,"Korea (South), Republic of",A
SAMSUNG ENGINEERING LTD,KR7028050003,S67652396,0.0%,Industrials,"Korea (South), Republic of",BBB
SAMSUNG FIRE & MARINE INSURANCE LT,KR7000810002,S61552501,0.1%,Financials,"Korea (South), Republic of",A
SAMSUNG HEAVY INDUSTRIES LTD,KR7010140002,S67722173,0.0%,Industrials,"Korea (South), Republic of",CCC
SAMSUNG LIFE LTD,KR7032830002,SB12C0T98,0.0%,Financials,"Korea (South), Republic of",A
SAMSUNG SDI LTD,KR7006400006,S67716456,0.0%,Information Technology,"Korea (South), Republic of",A
SAMSUNG SDS LTD,KR7018260000,SBRS2KY03,0.0%,Information Technology,"Korea (South), Republic of",A
SAMSUNG SECURITIES LTD,KR7016360000,S64084486,0.0%,Financials,"Korea (South), Republic of",A
SANSIRI NON-VOTING DR PCL,TH0577010R15,S63633549,0.0%,Real Estate,Thailand,BBB
SANTOS LTD,AU000000STO6,S67767038,0.0%,Energy,Australia,AA
SANYANG INDUSTRY LTD,TW0002206000,S67870840,0.0%,Consumer Discretionary,Taiwan (Republic of China),
SARANA MENARA NUSANTARA,ID1000128804,SBCDBLX35,0.0%,Communication Services,Indonesia,BB
SATS LTD,SG1I52882764,S62435862,0.1%,Industrials,Singapore,BBB
SCB X PUBLIC COMPANY LIMITED NON-V,THA790010R17,SBPH07288,0.0%,Financials,Thailand,
SCB X PUBLIC COMPANY LIMITED PCL,THA790010005,SBPH07064,0.0%,Financials,Thailand,
SCENTRE GROUP UNIT,AU000000SCG8,SBLZH0Z75,0.0%,Real Estate,Australia,AA
SCG PACKAGING PCL,TH0098010Y05,SBMC0T375,0.0%,Materials,Thailand,BB
SCG PACKAGING PCL NON-VOTING DR,TH0098010R12,SBMC0T599,0.0%,Materials,Thailand,BB
SCIENTEX,MYL4731OO005,SB1VZ5G19,0.0%,Materials,Malaysia,BBB
SD BIOSENSOR INC,KR7137310009,SBKSCSZ84,0.0%,Health Care,"Korea (South), Republic of",CCC
SDI CORP,TW0002351004,S67924316,0.0%,Information Technology,Taiwan (Republic of China),
SEA ADS REPRESENTING LTD CLASS A,US81141R1005,81141R100,0.0%,Communication Services,Singapore,B
SEBANG GLOBAL BATTERY LTD,KR7004490009,S62125646,0.0%,Consumer Discretionary,"Korea (South), Republic of",BBB
SECURITY BANK CORP,PHY7571C1000,S67923342,0.0%,Financials,Philippines,B
SEEGENE INC,KR7096530001,SB679Q363,0.0%,Health Care,"Korea (South), Republic of",CCC
SEEK LTD,AU000000SEK6,SB0767Y37,0.0%,Communication Services,Australia,AA
SEMEN INDONESIA (PERSERO),ID1000106800,S67952366,0.0%,Materials,Indonesia,B
SENSORTEK TECHNOLOGY CORP,TW0006732001,SBK0MPZ56,0.0%,Information Technology,Taiwan (Republic of China),
SEOBU T&D LTD,KR7006730006,SB0MRY401,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
SEOUL SEMICONDUCTOR LTD,KR7046890000,S64394935,0.0%,Information Technology,"Korea (South), Republic of",B
SERCOMM CORP,TW0005388003,S61567707,0.0%,Information Technology,Taiwan (Republic of China),
SFA ENGINEERING CORP,KR7056190002,S64301401,0.0%,Industrials,"Korea (South), Republic of",CCC
SFA SEMICON LTD,KR7036540003,S63517353,0.0%,Information Technology,"Korea (South), Republic of",CCC
SHANGHAI COMMERCIAL LTD,TW0005876007,SB7LV1N02,0.0%,Financials,Taiwan (Republic of China),AA
SHIN KONG FINANCIAL HOLDING LTD,TW0002888005,S64525868,0.0%,Financials,Taiwan (Republic of China),BB
SHIN ZU SHING LTD,TW0003376000,SB02GHN78,0.0%,Industrials,Taiwan (Republic of China),
SHINHAN FINANCIAL GROUP LTD,KR7055550008,S63975023,0.0%,Financials,"Korea (South), Republic of",AA
SHINKONG SYNTHETIC FIBERS CORP,TW0001409001,S68048867,0.0%,Materials,Taiwan (Republic of China),
SHINPOONG PHARMACEUTICAL LTD,KR7019170000,S68061167,0.0%,Health Care,"Korea (South), Republic of",B
SHINSEGAE INC,KR7004170007,S68050491,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
SHINSEGAE INTERNATIONAL INC,KR7031430002,SB6SKWR40,0.0%,Consumer Discretionary,"Korea (South), Republic of",BB
SHINY CHEMICAL INDUSTRIAL LTD,TW0001773000,SB2NWD183,0.0%,Materials,Taiwan (Republic of China),
SHOUCHENG HOLDINGS LTD,HK0000592854,SBLRBRR87,0.0%,Real Estate,Hong Kong,BBB
SIA ENGINEERING LTD,SG1I53882771,S62435979,0.0%,Industrials,Singapore,BBB
SIAM CEMENT NON-VOTING DR PCL,TH0003010R12,S66099284,0.0%,Materials,Thailand,AA
SIAM CEMENT PCL,TH0003010Z04,S66099177,0.0%,Materials,Thailand,AA
SIAM CEMENT PCL F,TH0003010Z12,S66099060,0.0%,Materials,Thailand,AA
SIAM CITY CEMENT NON-VOTING DR PCL,TH0021010R14,S63631949,0.0%,Materials,Thailand,
SIAM MAKRO NON-VOTING DR PCL,TH0429010R19,S63616486,0.0%,Consumer Staples,Thailand,
SIGURD MICROELECTRONICS CORP,TW0006257009,S66729641,0.0%,Information Technology,Taiwan (Republic of China),
SILICON MOTION TECHNOLOGY ADR REPT,US82706C1080,82706C108,0.0%,Information Technology,Taiwan (Republic of China),
SILLAJEN INC,KR7215600008,SBYYNHB27,0.0%,Health Care,"Korea (South), Republic of",
SIME DARBY,MYL4197OO009,SB29TTR10,0.0%,Industrials,Malaysia,AA
SIME DARBY PLANTATION,MYL5285OO001,SBF6RHY20,0.0%,Consumer Staples,Malaysia,A
SIME DARBY PROPERTY,MYL5288OO005,SBF6RHX13,0.0%,Real Estate,Malaysia,BBB
SIMMTECH LTD,KR7222800005,SBYXZWS17,0.0%,Information Technology,"Korea (South), Republic of",CCC
SIMPLO TECHNOLOGY LTD,TW0006121007,S64219280,0.0%,Information Technology,Taiwan (Republic of China),B
SINBON ELECTRONICS LTD,TW0003023008,S63493548,0.0%,Information Technology,Taiwan (Republic of China),A
SINCERE NAVIGATION CORP,TW0002605003,S68107317,0.0%,Industrials,Taiwan (Republic of China),
SINGAPORE AIRLINES LTD,SG1V61937297,S68117340,0.0%,Industrials,Singapore,A
SINGAPORE TECHNOLOGIES ENGINEERING,SG1F60858221,S60432143,0.0%,Industrials,Singapore,A
SINGAPORE TELECOMMUNICATIONS LTD,SG1T75931496,SB02PY118,0.0%,Communication Services,Singapore,A
SINO BIOPHARMACEUTICAL LTD,KYG8167W1380,SB00XSF94,0.0%,Health Care,Hong Kong,BBB
SINO LAND LTD,HK0083000502,S68104298,0.0%,Real Estate,Hong Kong,A
SINO-AMERICAN SILICON PRODUCTS INC,TW0005483002,S63352785,0.0%,Information Technology,Taiwan (Republic of China),BBB
SINO-THAI ENGINEERING AND CONSTRUC,TH0307010R17,S65414849,0.0%,Industrials,Thailand,BBB
SINOPAC FINANCIAL HOLDINGS LTD,TW0002890001,S65258758,0.0%,Financials,Taiwan (Republic of China),A
SITRONIX TECHNOLOGY CORP,TW0008016007,S67187724,0.0%,Information Technology,Taiwan (Republic of China),
SK BIOPHARMACEUTICALS LTD,KR7326030004,SBLF9YV78,0.0%,Health Care,"Korea (South), Republic of",BBB
SK BIOSCIENCE LTD,KR7302440003,SBMG75K31,0.0%,Health Care,"Korea (South), Republic of",B
SK CHEMICALS LTD,KR7285130001,SBF2RZ422,0.0%,Materials,"Korea (South), Republic of",BBB
SK DISCOVERY LTD,KR7006120000,S68599166,0.0%,Energy,"Korea (South), Republic of",A
SK HYNIX INC,KR7000660001,S64502677,0.1%,Information Technology,"Korea (South), Republic of",A
SK IE TECHNOLOGY LTD,KR7361610009,SBMDXML49,0.0%,Materials,"Korea (South), Republic of",BB
SK INC,KR7034730002,SB39Z8L30,0.0%,Industrials,"Korea (South), Republic of",AA
SK INNOVATION LTD,KR7096770003,SB232R056,0.0%,Energy,"Korea (South), Republic of",A
SK NETWORKS,KR7001740000,SB04PZG15,0.0%,Industrials,"Korea (South), Republic of",BBB
SK SQUARE LTD,KR7402340004,SBMG3GS66,0.0%,Information Technology,"Korea (South), Republic of",BB
SK TELECOM LTD,KR7017670001,S62248711,0.1%,Communication Services,"Korea (South), Republic of",A
SKC LTD,KR7011790003,S60180858,0.0%,Materials,"Korea (South), Republic of",BB
SKP RESOURCES,MYL7155OO004,SB03DHR18,0.0%,Information Technology,Malaysia,B
SKYWORTH GROUP LTD,BMG8181C1001,S62288287,0.0%,Consumer Discretionary,Hong Kong,CCC
SL CORP,KR7005850003,S65297921,0.0%,Consumer Discretionary,"Korea (South), Republic of",CCC
SM ENTERTAINMENT LTD,KR7041510009,S62430814,0.0%,Communication Services,"Korea (South), Republic of",B
SM INVESTMENTS CORP,PHY806761029,SB068DB96,0.0%,Industrials,Philippines,BB
SM PRIME HOLDINGS INC,PHY8076N1120,S68188432,0.0%,Real Estate,Philippines,BBB
SOLAR APPLIED MATERIALS TECHNOLOGY,TW0001785004,SB00LY330,0.0%,Materials,Taiwan (Republic of China),
SOLUM LTD,KR7248070005,SBM9Q3H01,0.0%,Information Technology,"Korea (South), Republic of",B
SOLUS ADVANCED MATERIALS LTD,KR7336370002,SBJVLVG75,0.0%,Information Technology,"Korea (South), Republic of",B
SONIC HEALTHCARE LTD,AU000000SHL7,S68211200,0.0%,Health Care,Australia,A
SONIX TECHNOLOGY LTD,TW0005471007,S63115802,0.0%,Information Technology,Taiwan (Republic of China),
SOULBRAIN LTD,KR7357780006,SBKPN4N43,0.0%,Materials,"Korea (South), Republic of",CCC
SPEED TECH CORP,TW0005457006,S62918974,0.0%,Information Technology,Taiwan (Republic of China),
SPH REIT,SG2G02994595,SBCDYJ726,0.0%,Real Estate,Singapore,B
SPI 200 JUN 22,,XPM220223,0.0%,,Australia,
SPORTON INTERNATIONAL INC,TW0006146004,S64313810,0.0%,Industrials,Taiwan (Republic of China),
SRI TRANG GLOVES (THAILAND) PCL NO,TH9829010R11,SBN2X9V16,0.0%,Health Care,Thailand,BBB
SRI TRANG-AGRO INDUSTRY NON-VOTING,TH0254010R11,SB05BPH91,0.0%,Consumer Discretionary,Thailand,
SRISAWAD CORPORATION PCL,TH5456010Y00,SBF0F5R12,0.0%,Financials,Thailand,BBB
SRISAWAD CORPORATION PCL NON-VOTIN,TH5456010R17,SBMHS7D22,0.0%,Financials,Thailand,BBB
SSANGYONG C&E LTD,KR7003410008,S68372804,0.0%,Materials,"Korea (South), Republic of",
SSY GROUP LTD,KYG8406X1034,SBYP9J681,0.0%,Health Care,Hong Kong,BBB
ST PHARM LTD,KR7237690003,SBD0M3Q38,0.0%,Health Care,"Korea (South), Republic of",CCC
STANDARD FOODS CORP,TW0001227007,S68535541,0.0%,Consumer Staples,Taiwan (Republic of China),BBB
STIC INVESTMENTS INC,KR7026890004,S61464699,0.0%,Information Technology,"Korea (South), Republic of",B
STMICROELECTRONICS NV,NL0000226223,S59623322,0.0%,Information Technology,Singapore,AA
STOCKLAND STAPLED UNITS LTD,AU000000SGP0,S68508563,0.0%,Real Estate,Australia,AAA
SUMMARECON AGUNG,ID1000092406,S65385270,0.0%,Real Estate,Indonesia,BB
SUN HUNG KAI PROPERTIES LTD,HK0016000132,S68599273,0.1%,Real Estate,Hong Kong,A
SUNCORP GROUP LTD,AU000000SUN6,S65850844,0.0%,Financials,Australia,AA
SUNNY FRIEND ENVIRONMENTAL TECHNOL,TW0008341009,SB6RXHJ16,0.0%,Industrials,Taiwan (Republic of China),
SUNPLUS TECHNOLOGY LTD,TW0002401007,S60845039,0.0%,Information Technology,Taiwan (Republic of China),
SUNWAY,MYL5211OO007,SB6VGS939,0.0%,Industrials,Malaysia,A
SUNWAY REITS UNITS TRUST,MYL5176TO001,SB62QFR97,0.0%,Real Estate,Malaysia,BB
SUPALAI NON-VOTING DR PCL,TH0371010R13,S65547499,0.0%,Real Estate,Thailand,BBB
SUPERMAX CORPORATION,MYL7106OO007,SB1V7L368,0.0%,Health Care,Malaysia,AA
SUPREME ELECTRONICS LTD,TW0008112004,S67283739,0.0%,Information Technology,Taiwan (Republic of China),
SURYA ESA PERKASA,ID1000122203,SB6X8NL49,0.0%,Materials,Indonesia,
SWIRE PACIFIC LTD A,HK0019000162,S68677483,0.0%,Real Estate,Hong Kong,AAA
SWIRE PROPERTIES LTD,HK0000063609,SB67C2G01,0.0%,Real Estate,Hong Kong,AAA
SYNNEX TECHNOLOGY INTERNATIONAL CO,TW0002347002,S68684398,0.0%,Information Technology,Taiwan (Republic of China),BB
SYSTEX CORP,TW0006214000,S65740375,0.0%,Information Technology,Taiwan (Republic of China),
T3EX GLOBAL HOLDINGS CORP,TW0002636008,SB1W4PC37,0.0%,Industrials,Taiwan (Republic of China),
TA CHEN STAINLESS PIPE LTD,TW0002027000,S68731090,0.0%,Materials,Taiwan (Republic of China),
TA YA ELECTRIC WIRE & CABLE LTD,TW0001609006,S68692052,0.0%,Industrials,Taiwan (Republic of China),
TAICHUNG COMMERCIAL BANK LTD,TW0002812005,S68699719,0.0%,Financials,Taiwan (Republic of China),
TAIDOC TECHNOLOGY CORP,TW0004736004,SB3DBMV50,0.0%,Health Care,Taiwan (Republic of China),
TAIGEN BIOPHARMACEUTICALS LTD,KYG866171005,SBDC7PZ97,0.0%,Health Care,Taiwan (Republic of China),
TAIHAN ELECTRIC WIRE LTD,KR7001440007,S65124794,0.0%,Industrials,"Korea (South), Republic of",CCC
TAIMED BIOLOGICS INC,TW0004147004,SB3PSSB62,0.0%,Health Care,Taiwan (Republic of China),
TAINAN SPINNING LTD,TW0001440006,S68718246,0.0%,Consumer Discretionary,Taiwan (Republic of China),
TAISHIN FINANCIAL HOLDING LTD,TW0002887007,S64516800,0.0%,Financials,Taiwan (Republic of China),AA
TAIWAN BUSINESS BANK LTD,TW0002834009,S60988169,0.0%,Financials,Taiwan (Republic of China),A
TAIWAN CEMENT CORP,TW0001101004,S68699370,0.0%,Materials,Taiwan (Republic of China),BBB
TAIWAN COGENERATION CORP,TW0008926007,S62457759,0.0%,Utilities,Taiwan (Republic of China),
TAIWAN COOPERATIVE FINANCIAL HOLDI,TW0005880009,BRSDE1210,0.0%,Financials,Taiwan (Republic of China),A
TAIWAN FERTILIZER LTD,TW0001722007,S61094397,0.0%,Materials,Taiwan (Republic of China),BB
TAIWAN GLASS INDUSTRY CORP,TW0001802007,S68708650,0.0%,Industrials,Taiwan (Republic of China),BBB
TAIWAN HIGH SPEED RAIL CORP,TW0002633005,SB04BGQ60,0.0%,Industrials,Taiwan (Republic of China),BB
TAIWAN HON CHUAN ENTERPRISE LTD,TW0009939009,S63352124,0.0%,Materials,Taiwan (Republic of China),
TAIWAN MASK CORP,TW0002338001,S69149672,0.0%,Information Technology,Taiwan (Republic of China),
TAIWAN MOBILE LTD,TW0003045001,S62904966,0.0%,Communication Services,Taiwan (Republic of China),A
TAIWAN PAIHO LTD,TW0009938001,S63208326,0.0%,Consumer Discretionary,Taiwan (Republic of China),
TAIWAN SECOM LTD,TW0009917005,S68778117,0.0%,Industrials,Taiwan (Republic of China),BBB
TAIWAN SEMICONDUCTOR LTD,TW0005425003,S62229729,0.0%,Information Technology,Taiwan (Republic of China),
TAIWAN SEMICONDUCTOR MANUFACTURING,TW0002330008,S68891068,0.6%,Information Technology,Taiwan (Republic of China),AAA
TAIWAN SEMICONDUCTOR MANUFACTURING,US8740391003,874039100,0.0%,Information Technology,Taiwan (Republic of China),AAA
TAIWAN SHIN KONG SECURITY LTD,TW0009925008,S67926352,0.0%,Industrials,Taiwan (Republic of China),
TAIWAN SURFACE MOUNTING TECHNOLOGY,TW0006278005,S67401406,0.0%,Information Technology,Taiwan (Republic of China),
TAIWAN TEA CORP,TW0002913001,S68710730,0.0%,Consumer Staples,Taiwan (Republic of China),
TAIWAN UNION TECHNOLOGY CORP,TW0006274004,S67165381,0.0%,Information Technology,Taiwan (Republic of China),
TATUNG,TW0002371002,S68756774,0.0%,Industrials,Taiwan (Republic of China),
